#Script TE-analysis_Shuffle_bed.pl, v4.4.2
#Aggregated results + stats
#Features in input file (counts):
	465
#With 10 bootstraps for exp (expected); sd = standard deviation; nb = number; len = length; avg = average
#Two tests are made (permutation and binomial) to assess how significant the difference between observed and random, so two pvalues are given
#For the two tailed permutation test:
#if rank is < 5 and pvalue is not "ns", there are significantly fewer observed values than expected 
#if rank is > 5 and pvalue is not "ns", there are significantly higher observed values than expected 
#The binomial test is done with binom.test from R, two sided

#Level_(tot_means_all)	#	#	#COUNTS	#	#	#	#	#	#	#	#	#	#	#	#	#
#Rclass	Rfam	Rname	obs_hits	%_obs_(%of_features)	obs_tot_hits	nb_of_trials(nb_of_TE_in_genome)	exp_avg_hits	exp_sd	%_exp_(%of_features)	exp_tot_hits(avg)	obs_rank_in_exp	2-tailed_permutation-test_pvalue(obs.vs.exp)	significance	binomal_test_proba	binomial_test_95%_confidence_interval	binomial_test_pval	significance

LTR	ERV1--int	MER50-int	0	0	290	550	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.006684611	0.6318	ns
LTR	ERV1--int	MER57-int	0	0	290	1267	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002907273	0.632	ns
LTR	ERV1--int	MER31-int	0	0	290	1171	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003145239	0.632	ns
LTR	ERV1--int	PRIMA41-int	0	0	290	503	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00730693	0.6318	ns
LTR	ERV1--int	PABL_B-int	1	0.21505376344086	290	256	1	na	0.21505376344086	229.1	2	0.4	ns	0.00390625	0.0000988928;0.0215708904	1	ns
LTR	ERV1--int	HERVH48-int	0	0	290	120	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.03027297	0.6306	ns
LTR	ERV1--int	MER34B-int	0	0	290	625	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005884823	0.6318	ns
LTR	ERV1--int	HERVH-int	0	0	290	5917	1.66666666666667	1.03279555898864	0.3584229390681	229.1	1	0.2	ns	0	0.0000000000;0.0006232432	0.4228	ns
LTR	ERV1--int	HUERS-P3-int	0	0	290	779	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004724209	0.6319	ns
LTR	ERV1--int	HERVIP10F-int	0	0	290	324	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01132086	0.6316	ns
LTR	ERV1--int	LTR49-int	0	0	290	2257	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001633082	0.632	ns
LTR	ERV1--int	MER4-int	0	0	290	3089	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001193486	0.6321	ns
LTR	ERV1--int	LTR19-int	0	0	290	229	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01597959	0.6313	ns
LTR	ERV1--int	ERV24_Prim-int	0	0	290	433	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008483165	0.6317	ns
LTR	ERV1--int	HERVI-int	0	0	290	89	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.04060086	0.63	ns
LTR	ERV1--int	MER101-int	0	0	290	1235	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00298249	0.632	ns
LTR	ERV1--int	HERVE-int	0	0	290	302	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01214053	0.6315	ns
LTR	ERV1--int	HERVFH19-int	0	0	290	113	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.03211786	0.6305	ns
LTR	ERV1--int	LTR46-int	0	0	290	82	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.04398945	0.6299	ns
LTR	ERV1--int	MER84-int	0	0	290	136	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02675956	0.6308	ns
LTR	ERV1--int	LTR37-int	0	0	290	1385	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002659907	0.632	ns
LTR	ERV1--int	HERVIP10B3-int	0	0	290	244	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01500465	0.6314	ns
LTR	ERV1--int	MER57A-int	0	0	290	1952	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00188801	0.632	ns
LTR	ERV1--int	MER4B-int	0	0	290	1600	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002302894	0.632	ns
LTR	ERV1--int	MER89-int	0	0	290	762	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00482935	0.6319	ns
LTR	Gypsy?	LTR88c	0	0	290	1033	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003564667	0.6319	ns
LTR	Gypsy?	LTR88b	1	0.21505376344086	290	1598	0	0	0	229.1	na	na	na	na	na	na	na
LTR	Gypsy?	LTR85c	1	0.21505376344086	290	1169	1	na	0.21505376344086	229.1	2	0.4	ns	0.000855432	2.165743e-05;4.756853e-03	1	ns
LTR	Gypsy?	LTR88a	0	0	290	896	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00410859	0.6319	ns
LTR	Gypsy?	tot	2	0.43010752688172	290	7725	1	0	0.21505376344086	229.1	5	1	ns	0.0002588997	3.135549e-05;9.349184e-04	0.2642	ns
LTR	tot	tot	64	13.7634408602151	290	749194	57.2	4.10419839243237	12.3010752688172	229.1	10	0.4	ns	8.542514e-05	6.578837e-05;1.090847e-04	0.3544	ns
LTR	ERV1	LTR4	0	0	290	105	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.03452221	0.6304	ns
LTR	ERV1	MER4A1_	0	0	290	409	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008978714	0.6317	ns
LTR	ERV1	LTR37A	0	0	290	1974	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001866988	0.632	ns
LTR	ERV1	LTR26	0	0	290	602	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.006108971	0.6318	ns
LTR	ERV1	LTR49	0	0	290	1519	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002425546	0.632	ns
LTR	ERV1	LTR1E	0	0	290	296	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000;0.0123851	0.6315	ns
LTR	ERV1	LTR8A	0	0	290	1460	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002523441	0.632	ns
LTR	ERV1	PABL_B	1	0.21505376344086	290	383	1	na	0.21505376344086	229.1	2	0.4	ns	0.002610966	6.610175e-05;1.446085e-02	1	ns
LTR	ERV1	LTR12	2	0.43010752688172	290	783	1	na	0.21505376344086	229.1	2	0.4	ns	0.002554278	0.0003094848;0.0091961991	0.2642	ns
LTR	ERV1	LTR1A2	0	0	290	838	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00439233	0.6319	ns
LTR	ERV1	LTR36	0	0	290	497	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007394815	0.6318	ns
LTR	ERV1	MER4A1	0	0	290	2267	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001625884	0.632	ns
LTR	ERV1	LTR43	0	0	290	444	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008273869	0.6317	ns
LTR	ERV1	MER72	0	0	290	776	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00474243	0.6319	ns
LTR	ERV1	MER39	0	0	290	3333	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001106162	0.6321	ns
LTR	ERV1	LTR8	0	0	290	3426	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001076151	0.6321	ns
LTR	ERV1	LTR77	0	0	290	101	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.03586462	0.6303	ns
LTR	ERV1	MER67C	0	0	290	1663	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002215749	0.632	ns
LTR	ERV1	LTR48B	0	0	290	1004	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003667441	0.6319	ns
LTR	ERV1	MER66C	0	0	290	586	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.006275244	0.6318	ns
LTR	ERV1	MER4D1	0	0	290	1548	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00238016	0.632	ns
LTR	ERV1	LTR24B	0	0	290	445	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008255353	0.6317	ns
LTR	ERV1	MER52C	0	0	290	396	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.009272099	0.6317	ns
LTR	ERV1	LTR12E	1	0.21505376344086	290	115	0	0	0	229.1	na	na	na	na	na	na	na
LTR	ERV1	MER66B	0	0	290	1427	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002581721	0.632	ns
LTR	ERV1	MER57D	0	0	290	460	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007987234	0.6317	ns
LTR	ERV1	LTR10C	0	0	290	523	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007028491	0.6318	ns
LTR	ERV1	LTR54	0	0	290	1110	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003317799	0.632	ns
LTR	ERV1	MER41B	0	0	290	2876	1.25	0.5	0.268817204301075	229.1	1	0.2	ns	0	0.00000000;0.00128182	0.6418	ns
LTR	ERV1	LTR12_	2	0.43010752688172	290	539	0	0	0	229.1	na	na	na	na	na	na	na
LTR	ERV1	MER4E1	10	2.1505376344086	290	1068	1	na	0.21505376344086	229.1	2	0.4	ns	0.009363296	0.004498936;0.017151826	1.077e-07	***
LTR	ERV1	LTR8B	0	0	290	1613	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002284355	0.632	ns
LTR	ERV1	MER65C	0	0	290	675	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005450101	0.6318	ns
LTR	ERV1	MER51C	0	0	290	178	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02051077	0.6311	ns
LTR	ERV1	PRIMA4_LTR	0	0	290	348	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01054424	0.6316	ns
LTR	ERV1	LTR78	0	0	290	4840	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0007618748	0.6321	ns
LTR	ERV1	LTR1F2	0	0	290	137	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02656685	0.6308	ns
LTR	ERV1	MER31A	0	0	290	1346	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002736872	0.632	ns
LTR	ERV1	LTR25	0	0	290	309	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01186714	0.6315	ns
LTR	ERV1	LTR12D	0	0	290	486	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007561553	0.6317	ns
LTR	ERV1	MER61D	1	0.21505376344086	290	262	0	0	0	229.1	na	na	na	na	na	na	na
LTR	ERV1	MER34A	0	0	290	1500	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002456231	0.632	ns
LTR	ERV1	LTR10G	0	0	290	127	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02862851	0.6307	ns
LTR	ERV1	LTR43B	0	0	290	246	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01488357	0.6314	ns
LTR	ERV1	MER61B	0	0	290	433	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008483165	0.6317	ns
LTR	ERV1	LTR56	0	0	290	1023	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003599449	0.6319	ns
LTR	ERV1	MER66A	0	0	290	328	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01118358	0.6316	ns
LTR	ERV1	LTR1B0	0	0	290	91	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000;0.0397265	0.6301	ns
LTR	ERV1	LTR12C	2	0.43010752688172	290	2762	1.2	0.447213595499958	0.258064516129032	229.1	6	1.2	ns	0.000724113	8.770547e-05;2.613272e-03	0.3374	ns
LTR	ERV1	MER4CL34	0	0	290	919	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004005969	0.6319	ns
LTR	ERV1	LTR10A	0	0	290	312	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01175371	0.6315	ns
LTR	ERV1	LTR1B1	0	0	290	173	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02109727	0.6311	ns
LTR	ERV1	LTR26C	0	0	290	310	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01182909	0.6315	ns
LTR	ERV1	MER52A	0	0	290	1410	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002612807	0.632	ns
LTR	ERV1	LTR12B	1	0.21505376344086	290	164	0	0	0	229.1	na	na	na	na	na	na	na
LTR	ERV1	MER4B	1	0.21505376344086	290	1749	1	0	0.21505376344086	229.1	3	0.6	ns	0.0005717553	1.447549e-05;3.181456e-03	1	ns
LTR	ERV1	LTR19C	0	0	290	137	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02656685	0.6308	ns
LTR	ERV1	LTR19B	0	0	290	283	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01295032	0.6315	ns
LTR	ERV1	LOR1b	0	0	290	1116	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003299991	0.632	ns
LTR	ERV1	MER84	0	0	290	349	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01051419	0.6316	ns
LTR	ERV1	PABL_A	0	0	290	529	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00694905	0.6318	ns
LTR	ERV1	LTR31	0	0	290	244	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01500465	0.6314	ns
LTR	ERV1	PrimLTR79	0	0	290	130	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02797718	0.6307	ns
LTR	ERV1	LTR9	1	0.21505376344086	290	840	1	na	0.21505376344086	229.1	2	0.4	ns	0.001190476	3.013979e-05;6.614887e-03	1	ns
LTR	ERV1	MER101	0	0	290	357	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01027979	0.6316	ns
LTR	ERV1	MER57C1	0	0	290	185	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000;0.0197424	0.6311	ns
LTR	ERV1	MER57B1	0	0	290	1015	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003627768	0.6319	ns
LTR	ERV1	LTR37B	0	0	290	2065	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001784788	0.632	ns
LTR	ERV1	MER90	0	0	290	705	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005218788	0.6319	ns
LTR	ERV1	MER4E	2	0.43010752688172	290	725	1	na	0.21505376344086	229.1	2	0.4	ns	0.002758621	0.0003342565;0.0099292445	0.2642	ns
LTR	ERV1	MER41D	0	0	290	453	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.008110156	0.6317	ns
LTR	ERV1	LTR1A1	0	0	290	363	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01011074	0.6316	ns
LTR	ERV1	LTR7	0	0	290	2376	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001551354	0.632	ns
LTR	ERV1	LTR28B	0	0	290	262	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01398104	0.6314	ns
LTR	ERV1	MER52D	0	0	290	648	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005676542	0.6318	ns
LTR	ERV1	LTR28C	0	0	290	225	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01626135	0.6313	ns
LTR	ERV1	LTR7Y	0	0	290	250	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01464719	0.6314	ns
LTR	ERV1	MER31B	0	0	290	1482	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002486027	0.632	ns
LTR	ERV1	MER67D	0	0	290	1044	3	na	0.645161290322581	229.1	1	0.2	ns	0	0.000000000;0.003527174	0.08286	ns
LTR	ERV1	LTR39	0	0	290	1277	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002884539	0.632	ns
LTR	ERV1	LTR23	1	0.21505376344086	290	844	0	0	0	229.1	na	na	na	na	na	na	na
LTR	ERV1	tot	25	5.37634408602151	290	135507	12.2	2.34757558155453	2.62365591397849	229.1	11	0.2	ns	0.0001844923	0.0001193971;0.0002723351	0.0013	**
LTR	ERV1	LTR6B	0	0	290	162	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.02251356	0.631	ns
LTR	ERV1	LTR1D1	0	0	290	308	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.01190544	0.6315	ns
LTR	ERV1	LTR9B	0	0	290	702	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005241032	0.6319	ns
LTR	ERV1	LTR78B	0	0	290	3266	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001128842	0.6321	ns
LTR	ERV1	LTR17	0	0	290	837	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004397566	0.6319	ns
LTR	ERV1	LTR2	0	0	290	875	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004206988	0.6319	ns
LTR	ERV1	MER49	2	0.43010752688172	290	1386	1	0	0.21505376344086	229.1	4	0.8	ns	0.001443001	0.000174802;0.005202802	0.2642	ns
LTR	ERVL-MaLR	MSTD	1	0.21505376344086	290	7734	1.5	0.577350269189626	0.32258064516129	229.1	3	0.6	ns	0.0001292992	3.273567e-06;7.201961e-04	1	ns
LTR	ERVL-MaLR	MSTB2	0	0	290	1606	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000;0.0022943	0.632	ns
LTR	ERVL-MaLR	MLT1C2	12	2.58064516129032	290	16078	2	1.52752523165195	0.43010752688172	229.1	8	0.8	ns	0.0007463615	0.0003857134;0.0013033800	1.361e-06	***
LTR	ERVL-MaLR	MLT1H	1	0.21505376344086	290	10066	1.25	0.5	0.268817204301075	229.1	4	0.8	ns	9.934433e-05	2.515177e-06;5.533855e-04	1	ns
LTR	ERVL-MaLR	MLT1N2	1	0.21505376344086	290	5676	0	0	0	229.1	na	na	na	na	na	na	na
LTR	ERVL-MaLR	MLT1G	0	0	290	2861	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001288536	0.6321	ns
LTR	ERVL-MaLR	THE1C	1	0.21505376344086	290	9943	2.5	1.29099444873581	0.537634408602151	229.1	2	0.4	ns	0.0001005733	2.546291e-06;5.602296e-04	0.5297	ns
LTR	ERVL-MaLR	tot	28	6.02150537634409	290	326629	22.2	3.79473319220206	4.7741935483871	229.1	11	0.2	ns	8.572417e-05	5.696382e-05;1.238929e-04	0.2029	ns
LTR	ERVL-MaLR	MLT1F1	0	0	290	3300	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001117218	0.6321	ns
LTR	ERVL-MaLR	THE1D	1	0.21505376344086	290	12775	1.75	0.957427107756338	0.376344086021505	229.1	3	0.6	ns	7.827789e-05	1.981823e-06;4.360584e-04	1	ns
LTR	ERVL-MaLR	MLT1B	0	0	290	17806	1.125	0.353553390593274	0.241935483870968	229.1	1	0.2	ns	0	0.0000000000;0.0002071491	0.6348	ns
LTR	ERVL-MaLR	MLT1E2	0	0	290	4023	1.5	0.707106781186548	0.32258064516129	229.1	1	0.2	ns	0	0.0000000000;0.0009165271	0.4142	ns
LTR	ERVL-MaLR	MLT1G3	0	0	290	2773	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000;0.0013294	0.6321	ns
LTR	ERVL-MaLR	MLT1F2	0	0	290	6107	1.5	0.707106781186548	0.32258064516129	229.1	1	0.2	ns	0	0.0000000000;0.0006038588	0.4142	ns
LTR	ERVL-MaLR	MLT1L	0	0	290	12019	1.25	0.5	0.268817204301075	229.1	1	0.2	ns	0	0.0000000000;0.0003068736	0.6419	ns
LTR	ERVL-MaLR	MLT1O	1	0.21505376344086	290	5017	1	na	0.21505376344086	229.1	2	0.4	ns	0.0001993223	5.046391e-06;1.110047e-03	1	ns
LTR	ERVL-MaLR	MLT1A	0	0	290	9154	1.57142857142857	0.786795792469443	0.337941628264209	229.1	1	0.2	ns	0	0.0000000000;0.0004028989	0.417	ns
LTR	ERVL-MaLR	MSTA	0	0	290	20019	1.5	0.52704627669473	0.32258064516129	229.1	1	0.2	ns	0	0.0000000000;0.0001842519	0.4143	ns
LTR	ERVL-MaLR	MLT1J	1	0.21505376344086	290	15207	2	1	0.43010752688172	229.1	3	0.6	ns	6.575919e-05	1.664877e-06;3.663317e-04	0.7293	ns
LTR	ERVL-MaLR	MSTB1	0	0	290	4856	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0007593655	0.6321	ns
LTR	ERVL-MaLR	MLT1J1	1	0.21505376344086	290	4945	1	0	0.21505376344086	229.1	4	0.8	ns	0.0002022245	5.119867e-06;1.126202e-03	1	ns
LTR	ERVL-MaLR	MLT1C	2	0.43010752688172	290	6581	2.16666666666667	1.47196014438797	0.46594982078853	229.1	6	1.2	ns	0.0003039052	3.680645e-05;1.097374e-03	1	ns
LTR	ERVL-MaLR	MLT1D	3	0.645161290322581	290	19427	2.28571428571429	1.38013111868471	0.491551459293395	229.1	6	1.2	ns	0.0001544243	3.184713e-05;4.512262e-04	0.5019	ns
LTR	ERVL-MaLR	MLT1H2	0	0	290	4768	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0007733752	0.6321	ns
LTR	ERVL-MaLR	MLT1A1	0	0	290	6827	1.33333333333333	0.577350269189626	0.28673835125448	229.1	1	0.2	ns	0	0.0000000000;0.0005401909	0.6485	ns
LTR	ERVL-MaLR	MLT1A0	1	0.21505376344086	290	20917	1.8	0.836660026534076	0.387096774193548	229.1	3	0.6	ns	4.7808e-05	1.210393e-06;2.663400e-04	1	ns
LTR	ERVL-MaLR	MLT1E3	0	0	290	2000	1.33333333333333	0.577350269189626	0.28673835125448	229.1	1	0.2	ns	0	0.00000000;0.00184274	0.6485	ns
LTR	ERVL-MaLR	MLT1K	1	0.21505376344086	290	17614	1.5	1	0.32258064516129	229.1	4	0.8	ns	5.677302e-05	1.437367e-06;3.162780e-04	1	ns
LTR	ERVL-MaLR	THE1A	0	0	290	4262	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0008651533	0.6321	ns
LTR	ERVL-MaLR	MLT1I	0	0	290	11075	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0003330262	0.6321	ns
LTR	ERVL-MaLR	MSTB	1	0.21505376344086	290	8653	2	0	0.43010752688172	229.1	1	0.2	ns	0.0001155669	2.925895e-06;6.437272e-04	0.7293	ns
LTR	ERVL-MaLR	MLT1G1	0	0	290	3609	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001021611	0.6321	ns
LTR	ERVL-MaLR	MLT1F	0	0	290	4336	1.5	0.577350269189626	0.32258064516129	229.1	1	0.2	ns	0	0.0000000000;0.0008503945	0.4142	ns
LTR	ERVL-MaLR	MSTC	0	0	290	3245	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001136143	0.6321	ns
LTR	ERVL-MaLR	THE1B	0	0	290	22692	2.44444444444444	0.881917103688197	0.525686977299881	229.1	1	0.2	ns	0	0.0000000000;0.0001625498	0.1883	ns
LTR	ERVL-MaLR	MLT1H1	0	0	290	3674	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001003546	0.6321	ns
LTR	ERVL-MaLR	MLT1J2	0	0	290	6874	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0005364984	0.6321	ns
LTR	ERVL	LTR33C	0	0	290	927	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.003971467	0.6319	ns
LTR	ERVL	MER68B	0	0	290	471	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.007801426	0.6317	ns
LTR	ERVL	MLT2B3	0	0	290	3270	2	na	0.43010752688172	229.1	1	0.2	ns	0	0.000000000;0.001127462	0.2781	ns
LTR	ERVL	LTR67B	0	0	290	3703	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0009956907	0.6321	ns
LTR	ERVL	LTR16A	0	0	290	4232	1.66666666666667	0.577350269189626	0.3584229390681	229.1	1	0.2	ns	0	0.0000000000;0.0008712836	0.4228	ns
LTR	ERVL	tot	3	0.645161290322581	290	135084	8.2	2.39443799947573	1.76344086021505	229.1	1	0.2	ns	2.22084e-05	4.579930e-06;6.490099e-05	0.07747	ns
LTR	ERVL	ERV3-16A3_LTR	0	0	290	1097	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.00000000;0.00335705	0.632	ns
LTR	ERVL	LTR47A	0	0	290	688	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.005347395	0.6319	ns
LTR	ERVL	LTR33B	0	0	290	1602	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002300022	0.632	ns
LTR	ERVL	MER77	0	0	290	1337	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002755269	0.632	ns
LTR	ERVL	LTR40a	1	0.21505376344086	290	2000	1.33333333333333	0.577350269189626	0.28673835125448	229.1	3	0.6	ns	5e-04	1.265882e-05;2.782640e-03	1	ns
LTR	ERVL	MER68	0	0	290	1499	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002457868	0.632	ns
LTR	ERVL	MLT2C1	0	0	290	2652	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001390013	0.6321	ns
LTR	ERVL	MER21A	0	0	290	1996	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001846429	0.632	ns
LTR	ERVL	LTR33	0	0	290	9224	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0003998419	0.6321	ns
LTR	ERVL	LTR50	0	0	290	2550	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001445574	0.632	ns
LTR	ERVL	MER21B	0	0	290	2796	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001318472	0.6321	ns
LTR	ERVL	LTR16	0	0	290	3037	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.001213908	0.6321	ns
LTR	ERVL	MER74A	0	0	290	1593	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002313002	0.632	ns
LTR	ERVL	MLT2B1	0	0	290	4473	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0008243592	0.6321	ns
LTR	ERVL	MLT2D	0	0	290	4509	1	na	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0008177802	0.6321	ns
LTR	ERVL	LTR41B	0	0	290	846	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.004350885	0.6319	ns
LTR	ERVL	MER21C	0	0	290	5591	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.0000000000;0.0006595712	0.6321	ns
LTR	ERVL	LTR16A2	0	0	290	1814	1	0	0.21505376344086	229.1	1	0.2	ns	0	0.000000000;0.002031495	0.632	ns
