chr12-13	chr12	76078828	76079044	+	18.1	0.776	30.000000	34.0	1.4	23.90	1.37e-34	21.59	3.73e-33	0.88
chr13-13	chr13	29923422	29923638	+	18.1	0.796	29.000000	34.0	2.1	15.93	6.65e-29	19.16	1.78e-31	1.01
chrX-6	chrX	131841557	131841773	+	18.1	0.755	27.000000	34.0	4.6	7.35	1.56e-18	18.25	8.58e-31	0.98
chrX-9	chrX	150928123	150928339	+	18.1	0.897	25.000000	34.0	1.4	23.90	1.37e-34	16.66	1.59e-29	1.05
chr1-70	chr1	42267995	42268211	+	17.5	0.814	25.000000	33.0	1.8	18.56	3.65e-30	30.99	3.25e-37	1.02
chr2-16	chr2	65430628	65430844	+	17.5	0.710	30.000000	33.0	2.5	13.26	1.22e-25	8.91	1.86e-20	0.85
chr2-29	chr2	233303253	233303469	+	17.5	0.810	26.000000	33.0	1.8	18.56	3.65e-30	18.14	7.39e-30	0.98
chr3-10	chr3	128875538	128875754	+	17.5	0.833	25.000000	33.0	3.9	8.44	9.23e-20	12.30	1.20e-24	1.11
chr5-43	chr5	174820295	174820511	+	17.5	0.837	23.000000	33.0	2.5	13.26	1.22e-25	16.72	9.49e-29	1.11
chr7-42	chr7	687585	687801	+	17.5	0.739	22.000000	33.0	2.5	13.26	1.22e-25	10.70	7.95e-23	1.16
chr8-3	chr8	23246841	23247057	+	17.5	0.672	33.000000	33.0	3.2	10.31	2.44e-22	17.92	1.08e-29	0.85
chr9-17	chr9	134449583	134449799	+	17.5	0.765	26.000000	33.0	3.6	9.28	5.61e-21	11.53	8.39e-24	1.02
chr10-49	chr10	21935534	21935750	+	17.5	0.792	25.000000	33.0	2.1	15.46	1.06e-27	27.05	2.49e-35	1.02
chr10-44	chr10	26024392	26024608	+	17.5	0.891	26.000000	33.0	0.4	92.79	1.23e-52	34.60	9.31e-39	1.16
chr10-37	chr10	75287693	75287909	+	17.5	0.706	28.000000	33.0	3.9	8.44	9.23e-20	10.48	1.51e-22	0.94
chr12-24	chr12	122204272	122204488	+	17.5	0.725	23.000000	33.0	4.6	7.14	1.15e-17	7.47	9.78e-18	1.17
chr12-20	chr12	131627122	131627338	+	17.5	0.615	25.000000	33.0	7.8	4.22	1.82e-11	6.82	4.11e-17	1.02
chr15-18	chr15	73065617	73065833	+	17.5	0.833	23.000000	33.0	2.8	11.60	7.07e-24	16.72	9.49e-29	1.16
chr15-6	chr15	98994964	98995180	+	17.5	0.870	34.000000	33.0	0.7	46.39	7.42e-43	13.65	4.97e-26	0.85
chr19-14	chr19	36234624	36234840	+	17.5	0.902	27.000000	33.0	3.9	8.44	9.23e-20	10.19	3.46e-22	0.98
chr20-14	chr20	1266215	1266431	+	17.5	0.729	31.000000	33.0	4.3	7.73	1.16e-18	13.40	8.67e-26	0.88
chr22-14	chr22	38506574	38506790	+	17.5	0.707	30.000000	33.0	5.0	6.63	9.41e-17	8.00	4.34e-19	0.91
chr1-94	chr1	1317511	1317727	+	17.0	0.773	22.000000	32.0	1.4	22.49	7.59e-32	11.10	1.22e-22	1.17
chr1-69	chr1	6185922	6186138	+	17.0	0.681	25.000000	32.0	0.7	44.99	3.44e-41	15.85	3.10e-27	0.98
chr1-96	chr1	56596294	56596510	+	17.0	0.740	22.000000	32.0	3.9	8.18	7.82e-19	13.00	1.16e-24	1.17
chr1-57	chr1	64966314	64966530	+	17.0	0.741	28.000000	32.0	7.1	4.50	7.26e-12	9.19	2.86e-20	0.94
chr2-17	chr2	24076098	24076314	+	17.0	0.617	29.000000	32.0	2.1	15.00	1.64e-26	12.05	5.34e-23	0.88
chr2-18	chr2	74556633	74556849	+	17.0	0.792	29.000000	32.0	2.8	11.25	8.23e-23	8.44	3.26e-19	0.91
chr2-28	chr2	202575683	202575899	+	17.0	0.735	26.000000	32.0	2.5	12.85	1.62e-24	14.87	2.10e-26	0.98
chr2-24	chr2	216771798	216772014	+	17.0	0.886	27.000000	32.0	2.5	12.85	1.62e-24	17.81	9.27e-29	1.07
chr4-75	chr4	56435402	56435618	+	17.0	0.774	25.000000	32.0	2.8	11.25	8.23e-23	11.18	9.70e-23	1.07
chr5-29	chr5	53798419	53798635	+	17.0	0.796	28.000000	32.0	2.8	11.25	8.23e-23	17.17	2.78e-28	0.91
chr5-52	chr5	113569496	113569712	+	17.0	0.923	21.000000	32.0	1.4	22.49	7.59e-32	24.04	9.82e-33	1.17
chr6-25	chr6	38526527	38526743	+	17.0	0.800	26.000000	32.0	2.8	11.25	8.23e-23	19.50	5.97e-30	0.94
chr7-39	chr7	155350299	155350515	+	17.0	0.610	24.000000	32.0	7.1	4.50	7.26e-12	7.84	2.57e-18	1.02
chr8-6	chr8	53889913	53890129	+	17.0	0.917	26.000000	32.0	1.1	29.99	1.08e-35	15.03	1.54e-26	0.94
chr9-26	chr9	137963591	137963807	+	17.0	0.760	25.000000	32.0	0.4	89.97	1.14e-50	16.21	1.59e-27	1.12
chr10-40	chr10	114668009	114668225	+	17.0	0.750	27.000000	32.0	1.4	22.49	7.59e-32	20.61	1.10e-30	0.94
chr11-12	chr11	62843605	62843821	+	17.0	0.778	25.000000	32.0	3.6	9.00	5.22e-20	7.00	5.96e-17	1.12
chr13-31	chr13	28513861	28514077	+	17.0	0.700	24.000000	32.0	0.7	44.99	3.44e-41	18.74	2.00e-29	1.07
chr13-25	chr13	79989661	79989877	+	17.0	0.830	26.000000	33.0	3.9	8.44	9.23e-20	11.54	3.86e-23	1.02
chr17-32	chr17	75274239	75274455	+	17.0	0.857	28.000000	32.0	2.1	15.00	1.64e-26	8.54	2.33e-19	0.91
chr19-13	chr19	11693825	11694041	+	17.0	0.860	27.000000	32.0	5.3	6.00	4.05e-15	8.49	2.76e-19	1.17
chr21-15	chr21	37503046	37503262	+	17.0	0.841	29.000000	32.0	1.8	17.99	6.79e-29	21.86	1.82e-31	0.88
chr1-68	chr1	3320099	3320315	+	16.5	0.825	25.000000	31.0	2.1	14.53	2.47e-25	18.15	3.75e-28	0.95
chr1-64	chr1	93413686	93413902	+	16.5	0.725	26.000000	31.0	1.8	17.43	1.22e-27	17.12	1.41e-26	0.95
chr1-67	chr1	173376868	173377084	+	16.5	0.774	26.000000	33.0	4.3	7.73	1.16e-18	11.74	1.11e-22	0.99
chr1-75	chr1	240094218	240094434	+	16.5	0.725	25.000000	31.0	4.3	7.26	6.76e-17	7.51	2.71e-17	1.03
chr2-30	chr2	38528117	38528333	+	16.5	0.694	25.000000	31.0	3.6	8.72	4.71e-19	13.98	7.56e-25	1.03
chr2-33	chr2	207592499	207592715	+	16.5	0.712	25.000000	31.0	2.1	14.53	2.47e-25	18.39	2.55e-28	0.99
chr3-12	chr3	130948445	130948661	+	16.5	0.786	24.000000	31.0	0.7	43.58	1.55e-39	24.96	3.03e-32	1.03
chr5-31	chr5	170346008	170346224	+	16.5	0.867	28.000000	32.0	2.8	11.25	8.23e-23	11.37	1.30e-21	0.84
chr7-54	chr7	69331945	69332161	+	16.5	0.914	21.000000	31.0	4.3	7.26	6.76e-17	16.64	4.79e-27	1.18
chr9-9	chr9	79847177	79847393	+	16.5	0.761	30.000000	31.0	3.6	8.72	4.71e-19	7.76	1.12e-17	0.85
chr10-43	chr10	15705386	15705602	+	16.5	0.721	26.000000	31.0	2.8	10.90	9.28e-22	16.70	2.86e-26	0.91
chr12-14	chr12	117013835	117014051	+	16.5	0.778	30.000000	31.0	3.2	9.68	2.54e-20	13.44	2.34e-24	0.85
chr15-22	chr15	65296271	65296487	+	16.5	0.673	21.000000	31.0	3.9	7.92	6.42e-18	7.64	1.75e-17	1.13
chr18-19	chr18	35474931	35475147	+	16.5	0.786	25.000000	31.0	2.1	14.53	2.47e-25	14.56	2.32e-25	0.95
chr18-16	chr18	79839057	79839273	+	16.5	0.714	27.000000	31.0	3.2	9.68	2.54e-20	21.84	1.60e-30	0.91
chr19-10	chr19	51367058	51367274	+	16.5	0.681	29.000000	31.0	3.6	8.72	4.71e-19	8.90	2.64e-19	0.88
chr21-20	chr21	36681276	36681492	+	16.5	0.889	26.000000	31.0	3.6	8.72	4.71e-19	12.71	1.17e-23	0.95
chr1-101	chr1	86391917	86392133	+	15.9	0.829	22.000000	30.0	4.6	6.49	3.87e-15	13.39	1.40e-23	1.08
chr1-82	chr1	151254450	151254666	+	15.9	0.640	24.000000	30.0	6.8	4.44	4.38e-11	7.82	3.08e-17	0.95
chr1-73	chr1	204516342	204516558	+	15.9	0.740	25.000000	30.0	5.3	5.62	1.43e-13	10.40	1.46e-20	0.95
chr2-36	chr2	207710912	207711128	+	15.9	0.792	24.000000	34.0	2.1	15.93	6.65e-29	9.94	4.97e-20	1.14
chr3-11	chr3	20189611	20189827	+	15.9	0.804	24.000000	30.0	1.4	21.09	3.73e-29	15.91	1.11e-25	1.08
chr4-64	chr4	92092255	92092471	+	15.9	0.905	29.000000	30.0	3.2	9.37	2.46e-19	14.54	1.39e-24	0.95
chr4-80	chr4	168437282	168437498	+	15.9	0.775	23.000000	30.0	2.8	10.54	1.01e-20	19.05	6.80e-28	1.04
chr5-45	chr5	168514132	168514348	+	15.9	0.837	22.000000	33.0	1.4	23.20	3.27e-33	16.30	5.69e-26	1.08
chr5-38	chr5	170822384	170822600	+	15.9	0.829	24.000000	30.0	2.8	10.54	1.01e-20	13.39	1.40e-23	0.99
chr6-32	chr6	108560740	108560956	+	15.9	0.756	24.000000	30.0	4.3	7.03	4.93e-16	10.17	2.71e-20	1.04
chr9-27	chr9	21443979	21444195	+	15.9	0.833	24.000000	30.0	1.8	16.87	2.14e-26	22.17	8.86e-30	1.04
chr9-41	chr9	133787821	133788037	+	15.9	0.744	21.000000	31.0	1.1	29.05	3.23e-34	12.52	8.98e-23	1.14
chr9-18	chr9	135475045	135475261	+	15.9	0.868	26.000000	30.0	2.1	14.06	3.60e-24	10.09	3.33e-20	0.99
chr11-13	chr11	6387330	6387546	+	15.9	0.900	23.000000	31.0	0.7	43.58	1.55e-39	14.54	1.39e-24	1.08
chr12-21	chr12	1676169	1676385	+	15.9	0.745	24.000000	30.0	1.1	28.12	9.39e-33	13.66	8.00e-24	0.99
chr13-53	chr13	26596533	26596749	+	15.9	0.733	21.000000	30.0	1.8	16.87	2.14e-26	19.32	4.54e-28	1.14
chr15-12	chr15	63420298	63420514	+	15.9	0.767	26.000000	30.0	1.4	21.09	3.73e-29	12.18	1.92e-22	0.91
chr15-9	chr15	75102496	75102712	+	15.9	0.771	29.000000	30.0	2.8	10.54	1.01e-20	8.20	8.82e-18	0.91
chr15-13	chr15	80517362	80517578	+	15.9	0.791	26.000000	30.0	2.5	12.05	2.60e-22	16.30	5.69e-26	0.99
chr19-25	chr19	14154251	14154467	+	15.9	0.861	22.000000	30.0	3.6	8.44	4.13e-18	10.73	6.23e-21	1.04
chr19-17	chr19	50537907	50538123	+	15.9	0.756	26.000000	30.0	2.8	10.54	1.01e-20	10.32	1.80e-20	0.88
chr20-23	chr20	37524759	37524975	+	15.9	0.816	25.000000	30.0	0.4	84.35	8.97e-47	8.56	2.79e-18	0.95
chr22-17	chr22	37737649	37737865	+	15.9	0.667	27.000000	30.0	3.6	8.44	4.13e-18	5.80	6.47e-14	0.88
chrX-4	chrX	101410447	101410663	+	15.9	0.679	27.000000	30.0	2.5	12.05	2.60e-22	8.51	3.30e-18	0.84
chrX-5	chrX	120010467	120010683	+	15.9	0.897	27.000000	30.0	1.8	16.87	2.14e-26	9.59	1.32e-19	0.91
chr1-100	chr1	86377367	86377583	+	15.4	0.791	22.000000	29.0	5.0	5.82	1.54e-13	16.34	3.41e-25	1.09
chr1-115	chr1	113991650	113991866	+	15.4	0.714	21.000000	29.0	1.8	16.31	3.61e-25	8.33	2.04e-17	1.09
chr1-90	chr1	159986723	159986939	+	15.4	0.744	23.000000	29.0	1.8	16.31	3.61e-25	13.48	6.33e-23	0.95
chr1-74	chr1	214551831	214552047	+	15.4	0.614	25.000000	29.0	4.3	6.79	3.49e-15	11.08	1.19e-20	0.87
chr1-92	chr1	229282365	229282581	+	15.4	0.841	23.000000	29.0	3.2	9.06	2.32e-18	11.17	9.47e-21	0.99
chr2-22	chr2	160835427	160835643	+	15.4	0.971	27.000000	29.0	2.5	11.65	3.14e-21	30.06	1.78e-31	0.95
chr4-84	chr4	93380169	93380385	+	15.4	0.889	22.000000	29.0	1.8	16.31	3.61e-25	39.62	6.40e-36	1.04
chr6-27	chr6	136705152	136705368	+	15.4	0.761	26.000000	29.0	1.4	20.38	7.88e-28	17.91	2.78e-26	0.87
chr7-34	chr7	139119265	139119481	+	15.4	0.571	25.000000	29.0	3.2	9.06	2.32e-18	7.56	2.42e-16	0.95
chr8-13	chr8	104576616	104576832	+	15.4	0.917	23.000000	29.0	0.4	81.54	7.57e-45	16.34	3.41e-25	0.99
chr14-8	chr14	24396368	24396584	+	15.4	0.679	25.000000	30.0	1.8	16.87	2.14e-26	10.06	1.52e-19	0.99
chr14-13	chr14	73383511	73383727	+	15.4	0.875	21.000000	29.0	1.1	27.18	2.64e-31	14.69	6.19e-24	1.15
chr17-44	chr17	73621791	73622007	+	15.4	0.805	23.000000	29.0	1.8	16.31	3.61e-25	9.61	4.96e-19	0.99
chr17-39	chr17	75036644	75036860	+	15.4	0.723	25.000000	29.0	3.2	9.06	2.32e-18	7.60	2.09e-16	0.95
chr19-29	chr19	46555745	46555961	+	15.4	0.842	21.000000	29.0	1.4	20.38	7.88e-28	15.38	1.78e-24	1.04
chr21-19	chr21	31351586	31351802	+	15.4	0.800	26.000000	29.0	1.4	20.38	7.88e-28	10.90	1.85e-20	0.87
chr22-16	chr22	28884616	28884832	+	15.4	0.615	27.000000	29.0	1.8	16.31	3.61e-25	8.49	1.24e-17	0.84
chr22-22	chr22	30795212	30795428	+	15.4	0.865	24.000000	29.0	1.8	16.31	3.61e-25	11.37	6.00e-21	0.95
chr22-21	chr22	38482060	38482276	+	15.4	0.596	25.000000	29.0	3.6	8.15	3.49e-17	7.11	1.14e-15	0.91
chr1-79	chr1	35222701	35222917	+	14.9	0.773	24.000000	28.0	1.4	19.68	1.61e-26	10.98	6.84e-20	1.09
chr1-86	chr1	54310929	54311145	+	14.9	0.717	23.000000	28.0	2.5	11.25	3.67e-20	6.86	8.15e-15	0.99
chr1-71	chr1	100137621	100137837	+	14.9	0.879	25.000000	28.0	1.8	15.75	5.90e-24	15.58	7.74e-24	0.91
chr2-38	chr2	39803970	39804186	+	14.9	0.763	23.000000	28.0	2.1	13.12	6.91e-22	26.86	3.85e-30	0.95
chr2-35	chr2	176137907	176138123	+	14.9	0.762	24.000000	28.0	1.4	19.68	1.61e-26	8.14	1.24e-16	0.91
chr2-19	chr2	232464459	232464675	+	14.9	0.733	28.000000	28.0	3.2	8.75	2.11e-17	12.38	3.14e-21	0.87
chr3-13	chr3	33114356	33114572	+	14.9	0.681	23.000000	28.0	5.0	5.62	9.02e-13	10.88	8.53e-20	1.04
chr3-19	chr3	61513664	61513880	+	14.9	0.725	21.000000	28.0	2.5	11.25	3.67e-20	22.95	2.65e-28	1.09
chr6-36	chr6	127336913	127337129	+	14.9	0.868	22.000000	28.0	3.6	7.87	2.86e-16	18.29	1.12e-25	1.09
chr6-37	chr6	132577631	132577847	+	14.9	0.767	22.000000	28.0	4.6	6.06	1.59e-13	13.57	2.86e-22	1.04
chr6-38	chr6	156360021	156360237	+	14.9	0.682	22.000000	28.0	4.6	6.06	1.59e-13	14.15	5.47e-22	1.00
chr6-17	chr6	163439533	163439749	+	14.9	0.736	30.000000	29.0	1.8	16.31	3.61e-25	15.39	1.07e-23	0.87
chr7-33	chr7	96322086	96322302	+	14.9	0.821	25.000000	28.0	2.8	9.84	1.10e-18	15.21	1.47e-23	0.95
chr9-30	chr9	79878844	79879060	+	14.9	0.865	23.000000	30.0	5.0	6.03	2.54e-14	8.20	1.06e-16	0.99
chr10-57	chr10	132214042	132214258	+	14.9	0.833	23.000000	28.0	1.8	15.75	5.90e-24	12.62	1.88e-21	0.99
chr11-17	chr11	62841074	62841290	+	14.9	0.673	22.000000	28.0	2.5	11.25	3.67e-20	6.57	2.26e-14	1.09
chr12-23	chr12	96344161	96344377	+	14.9	0.846	23.000000	28.0	1.1	26.24	7.20e-30	20.69	4.23e-27	0.95
chr14-9	chr14	58415705	58415921	+	14.9	0.897	25.000000	28.0	1.1	26.24	7.20e-30	15.98	4.01e-24	0.91
chr14-10	chr14	64864342	64864558	+	14.9	0.681	24.000000	28.0	1.4	19.68	1.61e-26	15.81	3.35e-23	0.95
chr17-38	chr17	31013958	31014174	+	14.9	0.750	25.000000	28.0	1.4	19.68	1.61e-26	18.29	1.12e-25	0.87
chr19-19	chr19	30047480	30047696	+	14.9	0.723	25.000000	28.0	2.1	13.12	6.91e-22	13.57	2.86e-22	1.09
chr19-15	chr19	38452840	38453056	+	14.9	0.805	27.000000	28.0	2.8	9.84	1.10e-18	9.35	3.98e-18	0.84
chr20-31	chr20	5712815	5713031	+	14.9	0.971	21.000000	28.0	0.7	39.36	1.16e-34	16.61	1.45e-24	1.22
chr20-30	chr20	46660564	46660780	+	14.9	0.903	22.000000	28.0	0.4	78.73	6.17e-43	28.05	1.15e-30	0.99
chrX-11	chrX	74338955	74339171	+	14.9	0.711	24.000000	28.0	5.0	5.62	9.02e-13	9.71	1.54e-18	0.91
chr1-63	chr1	86933120	86933336	+	14.3	0.707	26.000000	27.0	0.4	75.92	4.86e-41	17.64	2.06e-24	0.84
chr1-116	chr1	117337812	117338028	+	14.3	0.871	21.000000	27.0	2.5	10.85	4.15e-19	12.42	1.44e-20	1.00
chr5-42	chr5	112842426	112842642	+	14.3	0.846	23.000000	27.0	1.4	18.98	3.17e-25	20.29	5.73e-26	0.95
chr6-28	chr6	139850554	139850770	+	14.3	0.780	26.000000	27.0	1.8	15.18	9.32e-23	19.02	3.00e-25	0.84
chr6-39	chr6	159334181	159334397	+	14.3	0.846	22.000000	27.0	2.1	12.65	9.09e-21	11.07	2.52e-19	1.10
chr7-55	chr7	152495983	152496199	+	14.3	0.761	21.000000	27.0	3.2	8.44	1.85e-16	7.75	1.38e-15	1.05
chr9-35	chr9	19174236	19174452	+	14.3	0.842	21.000000	27.0	1.4	18.98	3.17e-25	10.49	9.32e-19	1.05
chr9-32	chr9	36042883	36043099	+	14.3	0.717	22.000000	27.0	3.2	8.44	1.85e-16	13.09	3.90e-21	0.95
chr10-64	chr10	27914956	27915172	+	14.3	0.903	21.000000	27.0	0.7	37.96	4.57e-33	32.03	3.92e-31	1.00
chr10-67	chr10	87639301	87639517	+	14.3	0.886	21.000000	27.0	1.1	25.31	1.89e-28	17.39	2.97e-24	1.10
chr12-26	chr12	100422746	100422962	+	14.3	0.868	22.000000	27.0	0.7	37.96	4.57e-33	16.51	7.33e-23	1.00
chr12-27	chr12	114936479	114936695	+	14.3	0.638	22.000000	27.0	3.2	8.44	1.85e-16	9.29	1.80e-17	1.00
chr13-32	chr13	48965807	48966023	+	14.3	0.829	24.000000	27.0	1.4	18.98	3.17e-25	24.34	5.16e-28	0.95
chr13-48	chr13	64221278	64221494	+	14.3	0.860	22.000000	27.0	5.3	5.06	2.34e-11	7.66	1.86e-15	1.10
chr15-20	chr15	99025830	99026046	+	14.3	0.886	22.000000	27.0	4.6	5.84	9.71e-13	9.29	1.80e-17	1.05
chr22-32	chr22	32293911	32294127	+	14.3	0.737	21.000000	27.0	1.8	15.18	9.32e-23	23.87	8.62e-28	1.05
chr22-27	chr22	36388537	36388753	+	14.3	0.833	23.000000	27.0	3.6	7.59	2.26e-15	6.80	2.97e-14	0.95
chrX-14	chrX	17406357	17406573	+	14.3	0.903	22.000000	27.0	1.4	18.98	3.17e-25	18.73	4.47e-25	1.00
chr1-93	chr1	230797887	230798103	+	13.8	0.854	23.000000	26.0	2.5	10.44	4.51e-18	6.78	9.53e-14	1.00
chr2-27	chr2	105036830	105037046	+	13.8	0.875	26.000000	26.0	2.1	12.18	1.15e-19	13.32	1.35e-20	0.96
chr2-37	chr2	216904149	216904365	+	13.8	0.917	24.000000	26.0	0.4	73.10	3.69e-39	15.03	7.27e-22	0.91
chr3-14	chr3	48556899	48557115	+	13.8	0.725	23.000000	26.0	1.8	14.62	1.42e-21	7.28	1.90e-14	0.87
chr3-23	chr3	176879821	176880037	+	13.8	0.939	21.000000	26.0	2.1	12.18	1.15e-19	16.75	5.18e-23	1.06
chr4-73	chr4	2856369	2856585	+	13.8	0.652	25.000000	26.0	0.7	36.55	1.73e-31	13.02	2.33e-20	0.87
chr5-49	chr5	58445912	58446128	+	13.8	0.824	21.000000	26.0	2.5	10.44	4.51e-18	27.49	2.42e-27	1.01
chr5-37	chr5	125045820	125046036	+	13.8	0.837	24.000000	27.0	1.1	25.31	1.89e-28	12.08	1.40e-19	1.00
chr6-35	chr6	20516392	20516608	+	13.8	0.806	22.000000	26.0	3.6	7.31	1.73e-14	11.16	9.30e-19	0.96
chr7-53	chr7	38359100	38359316	+	13.8	0.794	21.000000	26.0	1.1	24.37	4.79e-27	12.21	1.10e-19	0.96
chr8-10	chr8	42054834	42055050	+	13.8	0.784	24.000000	26.0	0.7	36.55	1.73e-31	8.14	1.50e-15	0.87
chr9-10	chr9	26937857	26938073	+	13.8	0.857	27.000000	26.0	1.1	24.37	4.79e-27	15.63	2.80e-22	0.84
chr10-61	chr10	42533046	42533262	+	13.8	0.879	22.000000	26.0	1.8	14.62	1.42e-21	14.65	1.35e-21	0.96
chr10-62	chr10	80453832	80454048	+	13.8	0.707	22.000000	26.0	5.0	5.22	2.79e-11	8.95	1.68e-16	1.00
chr11-19	chr11	46352124	46352340	+	13.8	0.690	21.000000	26.0	4.3	6.09	1.00e-12	7.28	1.90e-14	0.96
chr11-21	chr11	134131962	134132178	+	13.8	0.682	21.000000	26.0	2.1	12.18	1.15e-19	10.02	1.20e-17	1.11
chr13-36	chr13	33072868	33073084	+	13.8	0.800	23.000000	26.0	1.1	24.37	4.79e-27	18.91	2.62e-24	1.06
chr13-62	chr13	67454298	67454514	+	13.8	0.778	21.000000	26.0	6.0	4.30	1.57e-09	7.10	3.30e-14	0.96
chr13-35	chr13	67771912	67772128	+	13.8	0.654	24.000000	26.0	5.3	4.87	1.20e-10	5.33	1.82e-11	1.06
chr15-17	chr15	67276750	67276966	+	13.8	0.811	23.000000	26.0	0.7	36.55	1.73e-31	11.38	2.72e-18	0.91
chr15-19	chr15	97811601	97811817	+	13.8	0.789	23.000000	26.0	2.1	12.18	1.15e-19	10.47	4.29e-18	0.96
chr16-55	chr16	89188254	89188470	+	13.8	0.589	24.000000	26.0	4.3	6.09	1.00e-12	5.05	5.61e-11	0.87
chr18-20	chr18	35213923	35214139	+	13.8	0.711	23.000000	26.0	2.8	9.14	1.03e-16	9.69	2.64e-17	0.91
chr19-18	chr19	1044733	1044949	+	13.8	0.667	25.000000	26.0	1.8	14.62	1.42e-21	5.27	5.55e-11	0.83
chr22-30	chr22	42678974	42679190	+	13.8	0.651	22.000000	26.0	3.9	6.65	1.47e-13	7.42	1.24e-14	0.91
chrX-7	chrX	107047578	107047794	+	13.8	0.795	25.000000	26.0	2.8	9.14	1.03e-16	10.37	5.29e-18	0.96
chr1-98	chr1	62784053	62784269	+	13.3	0.667	22.000000	25.0	3.6	7.03	1.27e-13	9.89	6.73e-17	0.96
chr1-102	chr1	89821139	89821355	+	13.3	0.737	22.000000	27.0	5.7	4.74	9.52e-11	9.97	5.51e-17	0.91
chr1-117	chr1	201171324	201171540	+	13.3	0.683	21.000000	25.0	6.0	4.13	6.83e-09	9.09	4.45e-16	0.91
chr1-111	chr1	212502933	212503149	+	13.3	0.700	22.000000	25.0	1.1	23.43	1.17e-25	6.40	9.37e-13	0.91
chr1-118	chr1	220256319	220256535	+	13.3	0.780	21.000000	25.0	1.8	14.06	2.08e-20	11.86	1.06e-18	1.01
chr2-39	chr2	165455009	165455225	+	13.3	0.788	22.000000	25.0	1.8	14.06	2.08e-20	23.02	1.61e-24	0.91
chr3-17	chr3	33678119	33678335	+	13.3	0.875	21.000000	25.0	2.5	10.04	4.73e-17	23.98	6.71e-26	1.01
chr3-15	chr3	99976765	99976981	+	13.3	0.705	22.000000	25.0	1.1	23.43	1.17e-25	14.64	8.11e-21	1.01
chr5-48	chr5	54289841	54290057	+	13.3	0.875	21.000000	25.0	1.1	23.43	1.17e-25	16.10	8.69e-22	0.91
chr5-50	chr5	67593676	67593892	+	13.3	0.758	21.000000	25.0	2.8	8.79	9.48e-16	19.43	1.02e-23	0.91
chr6-30	chr6	17986741	17986957	+	13.3	0.769	24.000000	25.0	4.6	5.41	3.24e-11	12.39	3.92e-19	0.83
chr6-34	chr6	18049316	18049532	+	13.3	0.811	22.000000	25.0	1.1	23.43	1.17e-25	10.61	5.97e-17	0.91
chr8-15	chr8	54135206	54135422	+	13.3	0.694	21.000000	25.0	6.0	4.13	6.83e-09	10.53	1.60e-17	0.91
chr10-68	chr10	87862047	87862263	+	13.3	0.652	21.000000	25.0	2.5	10.04	4.73e-17	8.74	1.08e-15	1.01
chr10-58	chr10	132561782	132561998	+	13.3	0.757	23.000000	25.0	2.8	8.79	9.48e-16	7.88	1.05e-14	0.87
chr11-20	chr11	108769066	108769282	+	13.3	0.812	21.000000	25.0	2.1	11.72	1.41e-18	23.02	1.61e-24	0.96
chr11-18	chr11	117316125	117316341	+	13.3	0.596	22.000000	25.0	5.3	4.69	5.88e-10	9.55	1.46e-16	0.91
chr13-59	chr13	66537405	66537621	+	13.3	0.806	21.000000	25.0	5.3	4.69	5.88e-10	9.72	9.96e-17	1.06
chr13-63	chr13	71426103	71426319	+	13.3	0.833	21.000000	27.0	6.4	4.22	1.16e-09	11.16	4.30e-18	0.96
chr13-64	chr13	71799575	71799791	+	13.3	0.929	21.000000	25.0	3.9	6.39	9.80e-13	15.44	2.33e-21	0.96
chr15-14	chr15	68270741	68270957	+	13.3	0.941	24.000000	25.0	3.9	6.39	9.80e-13	11.86	1.06e-18	0.91
chr17-51	chr17	76284427	76284643	+	13.3	0.829	21.000000	26.0	2.1	12.18	1.15e-19	6.09	2.69e-12	1.01
chr17-40	chr17	79830413	79830629	+	13.3	0.743	25.000000	25.0	1.1	23.43	1.17e-25	6.51	6.49e-13	0.80
chr18-23	chr18	35289979	35290195	+	13.3	0.700	21.000000	25.0	5.0	5.02	1.47e-10	8.67	1.28e-15	0.96
chr22-20	chr22	36897536	36897752	+	13.3	0.848	25.000000	26.0	2.1	12.18	1.15e-19	8.67	1.28e-15	0.80
chr1-99	chr1	75159235	75159451	+	12.8	0.800	22.000000	24.0	3.2	7.50	1.01e-13	14.05	1.19e-19	0.83
chr1-109	chr1	162632390	162632606	+	12.8	0.771	22.000000	24.0	2.5	9.64	4.77e-16	9.41	8.06e-16	0.87
chr1-120	chr1	226223494	226223710	+	12.8	0.700	21.000000	25.0	4.3	5.86	6.14e-12	5.15	2.04e-10	1.01
chr2-42	chr2	158953935	158954151	+	12.8	0.659	21.000000	24.0	1.4	16.87	1.95e-21	9.41	8.06e-16	0.96
chr2-44	chr2	218292396	218292612	+	12.8	0.794	21.000000	24.0	5.0	4.82	7.45e-10	8.59	5.72e-15	0.91
chr4-83	chr4	54159709	54159925	+	12.8	0.875	22.000000	25.0	1.4	17.57	1.10e-22	17.45	9.03e-22	0.91
chr4-90	chr4	75506637	75506853	+	12.8	0.788	21.000000	24.0	2.1	11.25	1.66e-17	16.65	2.63e-21	0.87
chr4-85	chr4	128056039	128056255	+	12.8	0.794	22.000000	24.0	1.8	13.50	2.93e-19	8.39	9.44e-15	0.87
chr4-91	chr4	154606814	154607030	+	12.8	0.931	21.000000	24.0	5.3	4.50	2.78e-09	20.04	3.89e-23	0.91
